Worksheet Filter,Measure Display,Number of Records,Avg Sale To List,Avg Sale To List Mom,Avg Sale To List Yoy,City,Homes Sold,Homes Sold Mom,Homes Sold Yoy,Inventory,Inventory Mom,Inventory Yoy,Seasonally Adjusted,last_updated,Median Dom,Median Dom Mom,Median Dom Yoy,Median List Ppsf,Median List Ppsf Mom,Median List Ppsf Yoy,Median List Price,Median List Price Mom,Median List Price Yoy,Median Ppsf,Median Ppsf Mom,Median Ppsf Yoy,Median Sale Price,Median Sale Price Mom,Median Sale Price Yoy,months_of_supply,months_of_supply_mom,months_of_supply_yoy,New Listings,New Listings Mom,New Listings Yoy,off_market_in_two_weeks,off_market_in_two_weeks_mom,off_market_in_two_weeks_yoy,parent_metro_region,parent_metro_region_metro_code,pending_sales,pending_sales_mom,pending_sales_yoy,Period Begin,Period Duration,Period End,Price Drops,Price Drops Mom,Price Drops Yoy,Property Type,property_type_id,Region,Region Type,region_type_id,Sold Above List,Sold Above List Mom,Sold Above List Yoy,State,State Code,Table Id
Value,,1,0.990258195,0.90%,2.90%,Atlanta,40,-2.40%,-37.50%,70,-1.40%,-32.70%,FALSE,3/15/2020 14:30,38,-4,-67,108.3605487,-0.106456764,0.129716358,142400,-0.034576271,0.294545455,119.6497641,0.059119875,1.000538768,$151K,15.10%,97.10%,,,,55,-1.80%,-23.60%,0.428571429,0.328571429,0.178571429,"Atlanta, GA",12060,7,-0.3,-0.416666667,12/1/2012,90,2/28/2013,,,,All Residential,-1,"Atlanta, GA - Old Fourth Ward",Neighborhood,1,0.2,0.053658537,-0.003125,Georgia,GA,149132
Value,,1,0.990514479,0.00%,0.70%,Atlanta,42,5.00%,-34.40%,72,2.90%,-16.30%,FALSE,3/15/2020 14:30,70,32,-31.5,129.188724,0.192211793,0.342845539,167950,0.179424157,0.400750626,116.8392766,-0.023489287,0.714717107,$153K,1.50%,103.70%,,,,71,29.10%,-11.30%,0.153846154,-0.274725275,0.048582996,"Atlanta, GA",12060,13,0.857142857,-0.315789474,1/1/2013,90,3/31/2013,,,,All Residential,-1,"Atlanta, GA - Old Fourth Ward",Neighborhood,1,0.261904762,0.061904762,0.058779762,Georgia,GA,149132
Value,,1,0.999787638,0.90%,-0.60%,Atlanta,50,19.00%,-25.40%,70,-2.80%,-17.60%,FALSE,3/15/2020 14:30,71,1,-12,142.366691,0.102005551,0.416539667,204000,0.214647216,0.773913043,107.7800365,-0.077535913,0.29484706,$153K,0.00%,70.20%,,,,88,23.90%,6.00%,0.473684211,0.319838057,0.161184211,"Atlanta, GA",12060,38,1.923076923,1.375,2/1/2013,90,4/30/2013,,,,All Residential,-1,"Atlanta, GA - Old Fourth Ward",Neighborhood,1,0.28,0.018095238,-0.048358209,Georgia,GA,149132
Value,,1,0.998181284,-0.20%,-0.30%,Atlanta,69,38.00%,-1.40%,79,12.90%,-16.80%,FALSE,3/15/2020 14:30,55.5,-15.5,-25.5,162.991371,0.144870123,0.776624719,222400,0.090196078,0.933913043,111.3207547,0.032851336,0.288152771,$140K,-8.50%,48.40%,,,,110,25.00%,42.90%,0.5,0.026315789,0.125,"Atlanta, GA",12060,24,-0.368421053,2,3/1/2013,90,5/31/2013,,,,All Residential,-1,"Atlanta, GA - Old Fourth Ward",Neighborhood,1,0.31884058,0.03884058,-0.009730849,Georgia,GA,149132
Value,,1,0.995949523,-0.20%,-0.30%,Atlanta,88,27.50%,33.30%,89,12.70%,25.40%,FALSE,3/15/2020 14:30,37,-18.5,-24,166.1734381,0.019522917,0.74527768,227700,0.023830935,1.024,122.1983914,0.097714364,0.40022076,$148K,5.40%,45.80%,,,,112,1.80%,53.40%,0.333333333,-0.166666667,0.195402299,"Atlanta, GA",12060,15,-0.375,-0.482758621,4/1/2013,90,6/30/2013,,,,All Residential,-1,"Atlanta, GA - Old Fourth Ward",Neighborhood,1,0.352272727,0.033432148,0.049242424,Georgia,GA,149132
Value,,1,0.992964946,-0.30%,2.00%,Atlanta,85,-3.40%,28.80%,78,-12.40%,18.20%,FALSE,3/15/2020 14:30,33.5,-3.5,-27,161.0305958,-0.030948642,1.175702272,199900,-0.12209047,1.001001001,128.5392119,0.051889557,0.822686024,$145K,-1.70%,46.50%,,,,93,-17.00%,38.80%,0.416666667,0.083333333,0.083333333,"Atlanta, GA",12060,24,0.6,1,5/1/2013,90,7/31/2013,,,,All Residential,-1,"Atlanta, GA - Old Fourth Ward",Neighborhood,1,0.376470588,0.024197861,0.164349376,Georgia,GA,149132
Value,,1,0.990954792,-0.20%,1.90%,Atlanta,67,-21.20%,-4.30%,79,1.30%,25.40%,FALSE,3/15/2020 14:30,31.5,-2,-24,157.548614,-0.021623107,1.128656829,179900,-0.100050025,0.912812334,128.5392119,0,0.899809551,$160K,10.30%,102.30%,,,,79,-15.10%,27.40%,0.294117647,-0.12254902,-0.090497738,"Atlanta, GA",12060,17,-0.291666667,0.307692308,6/1/2013,90,8/31/2013,,,,All Residential,-1,"Atlanta, GA - Old Fourth Ward",Neighborhood,1,0.358208955,-0.018261633,0.101066098,Georgia,GA,149132
Value,,1,0.991169757,0.00%,3.20%,Atlanta,54,-19.40%,-18.20%,79,0.00%,33.90%,FALSE,3/15/2020 14:30,27,-4.5,-12,141.8786693,-0.099461013,0.772391992,169000,-0.060589216,0.706208985,131.8571429,0.025812598,0.81091355,$169K,5.60%,112.30%,,,,79,0.00%,21.50%,0.5,0.205882353,0.269230769,"Atlanta, GA",12060,22,0.294117647,0.692307692,7/1/2013,90,9/30/2013,,,,All Residential,-1,"Atlanta, GA - Old Fourth Ward",Neighborhood,1,0.277777778,-0.080431177,0.005050505,Georgia,GA,149132
Value,,1,0.988680746,-0.20%,1.80%,Atlanta,62,14.80%,14.80%,73,-7.60%,0.00%,FALSE,3/15/2020 14:30,30,3,-13.5,143.9488306,0.014591068,0.424184178,172000,0.017751479,0.510096576,138.4297521,0.04984644,0.788847005,$161K,-4.70%,61.10%,,,,79,0.00%,9.70%,0.352941176,-0.147058824,0.080213904,"Atlanta, GA",12060,17,-0.227272727,0.545454545,8/1/2013,90,10/31/2013,,,,All Residential,-1,"Atlanta, GA - Old Fourth Ward",Neighborhood,1,0.290322581,0.012544803,-0.005973716,Georgia,GA,149132
Value,,1,0.988623246,0.00%,1.00%,Atlanta,58,-6.50%,26.10%,60,-17.80%,-20.00%,FALSE,3/15/2020 14:30,30,0,-16.5,149.6428293,0.039555713,0.232231362,182000,0.058139535,0.255172414,157.2327044,0.135830283,0.821054253,$168K,4.00%,67.70%,,,,71,-10.10%,4.40%,0.210526316,-0.142414861,-0.089473684,"Atlanta, GA",12060,19,0.117647059,0.9,9/1/2013,90,11/30/2013,,,,All Residential,-1,"Atlanta, GA - Old Fourth Ward",Neighborhood,1,0.275862069,-0.014460512,0.058470765,Georgia,GA,149132
Value,,1,0.98442571,-0.40%,-0.50%,Atlanta,66,13.80%,61.00%,54,-10.00%,-16.90%,FALSE,3/15/2020 14:30,50,20,8,133.5331991,-0.107653873,0.118010698,159900,-0.121428571,0.122499122,138.576779,-0.118651685,0.479720886,$155K,-7.30%,43.70%,,,,55,-22.50%,-8.30%,0.222222222,0.011695906,-0.134920635,"Atlanta, GA",12060,9,-0.526315789,-0.357142857,10/1/2013,90,12/31/2013,,,,All Residential,-1,"Atlanta, GA - Old Fourth Ward",Neighborhood,1,0.272727273,-0.003134796,0.077605322,Georgia,GA,149132
Value,,1,0.984782942,0.00%,0.40%,Atlanta,56,-15.20%,36.60%,58,7.40%,-18.30%,FALSE,3/15/2020 14:30,51,1,9,145.7564576,0.091537225,0.201910643,152450,-0.04659162,0.033559322,152.6315789,0.101422475,0.351069432,$194K,25.20%,48.30%,,,,59,7.30%,5.40%,0.333333333,0.111111111,0.233333333,"Atlanta, GA",12060,18,1,0.8,11/1/2013,90,1/31/2014,,,,All Residential,-1,"Atlanta, GA - Old Fourth Ward",Neighborhood,1,0.214285714,-0.058441558,0.067944251,Georgia,GA,149132
Value,,1,0.980176279,-0.50%,-1.00%,Atlanta,61,8.90%,52.50%,57,-1.70%,-18.60%,FALSE,3/15/2020 14:30,46.5,-4.5,8.5,144.6759259,-0.007413268,0.335134675,152500,0.000327976,0.070926966,139.7021826,-0.084709838,0.167592628,$160K,-17.60%,6.10%,,,,62,5.10%,12.70%,0.466666667,0.133333333,0.038095238,"Atlanta, GA",12060,15,-0.166666667,1.142857143,12/1/2013,90,2/28/2014,,,,All Residential,-1,"Atlanta, GA - Old Fourth Ward",Neighborhood,1,0.229508197,0.015222482,0.029508197,Georgia,GA,149132
Value,,1,0.992791306,1.30%,0.20%,Atlanta,53,-13.10%,26.20%,54,-5.30%,-25.00%,FALSE,3/15/2020 14:30,26.5,-20,-43.5,161.8421053,0.118652632,0.252757208,177000,0.160655738,0.053885085,142.9736789,0.023417646,0.223678228,$169K,5.60%,10.50%,,,,79,27.40%,11.30%,0.5,0.033333333,0.346153846,"Atlanta, GA",12060,22,0.466666667,0.692307692,1/1/2014,90,3/31/2014,,,,All Residential,-1,"Atlanta, GA - Old Fourth Ward",Neighborhood,1,0.283018868,0.053510671,0.021114106,Georgia,GA,149132
Value,,1,0.984426937,-0.80%,-1.50%,Atlanta,65,22.60%,30.00%,47,-13.00%,-32.90%,FALSE,3/15/2020 14:30,29,2.5,-42,173.7147595,0.07335949,0.220192436,193700,0.094350282,-0.050490196,156.057758,0.091513901,0.447928234,$170K,0.60%,11.10%,,,,80,1.30%,-9.10%,0.538461538,0.038461538,0.064777328,"Atlanta, GA",12060,26,0.181818182,-0.315789474,2/1/2014,90,4/30/2014,,,,All Residential,-1,"Atlanta, GA - Old Fourth Ward",Neighborhood,1,0.246153846,-0.036865022,-0.033846154,Georgia,GA,149132
Value,,1,0.99064216,0.60%,-0.80%,Atlanta,88,35.40%,27.50%,46,-2.10%,-41.80%,FALSE,3/15/2020 14:30,29,0,-26.5,169.8887123,-0.022024883,0.042317218,193700,0,-0.129046763,158.6937954,0.016891421,0.425554433,$180K,5.90%,28.60%,,,,84,5.00%,-23.60%,0.315789474,-0.222672065,-0.184210526,"Atlanta, GA",12060,19,-0.269230769,-0.208333333,3/1/2014,90,5/31/2014,,,,All Residential,-1,"Atlanta, GA - Old Fourth Ward",Neighborhood,1,0.247191011,0.001037165,-0.071649568,Georgia,GA,149132
Value,,1,0.982611413,-0.80%,-1.30%,Atlanta,92,4.50%,4.50%,57,23.90%,-36.00%,FALSE,3/15/2020 14:30,39,10,2,166.0626652,-0.022520903,-0.00066661,191200,-0.012906557,-0.160298639,170.39801,0.073753448,0.394437422,$189K,4.80%,27.90%,,,,84,0.00%,-25.00%,0.294117647,-0.021671827,-0.039215686,"Atlanta, GA",12060,17,-0.105263158,0.133333333,4/1/2014,90,6/30/2014,,,,All Residential,-1,"Atlanta, GA - Old Fourth Ward",Neighborhood,1,0.239130435,-0.008060576,-0.113142292,Georgia,GA,149132
Value,,1,0.986148091,0.40%,-0.70%,Atlanta,92,0.00%,8.20%,48,-15.80%,-38.50%,FALSE,3/15/2020 14:30,26.5,-12.5,-7,166.0875986,0.000150145,0.031403987,187400,-0.019874477,-0.062531266,161.6814875,-0.051153898,0.257837862,$184K,-2.50%,26.90%,,,,72,-14.30%,-22.60%,0.476190476,0.182072829,0.05952381,"Atlanta, GA",12060,21,0.235294118,-0.125,5/1/2014,90,7/31/2014,,,,All Residential,-1,"Atlanta, GA - Old Fourth Ward",Neighborhood,1,0.260869565,0.02173913,-0.115601023,Georgia,GA,149132
Value,,1,0.980120402,-0.60%,-1.10%,Atlanta,69,-25.00%,3.00%,59,22.90%,-25.30%,FALSE,3/15/2020 14:30,27,0.5,-4.5,168.3157895,0.013415757,0.068341925,189900,0.013340448,0.055586437,161.6814875,0,0.257837862,$185K,0.50%,15.60%,,,,84,16.70%,6.30%,0.5,0.023809524,0.205882353,"Atlanta, GA",12060,20,-0.047619048,0.176470588,6/1/2014,90,8/31/2014,,,,All Residential,-1,"Atlanta, GA - Old Fourth Ward",Neighborhood,1,0.275362319,0.014492754,-0.082846636,Georgia,GA,149132
Value,,1,0.987582994,0.70%,-0.40%,Atlanta,66,-4.30%,22.20%,68,15.30%,-13.90%,FALSE,3/15/2020 14:30,20,-7,-7,167.2141607,-0.006545011,0.178571533,197000,0.037388099,0.165680473,165.3919694,0.022949331,0.254326962,$187K,1.30%,10.90%,,,,85,1.20%,7.60%,0.611111111,0.111111111,0.111111111,"Atlanta, GA",12060,18,-0.1,-0.181818182,7/1/2014,90,9/30/2014,,,,All Residential,-1,"Atlanta, GA - Old Fourth Ward",Neighborhood,1,0.242424242,-0.032938076,-0.035353535,Georgia,GA,149132
Value,,1,0.976446923,-1.10%,-1.20%,Atlanta,62,-6.10%,0.00%,73,7.40%,0.00%,FALSE,3/15/2020 14:30,20,0,-10,165.1982379,-0.012055934,0.147617783,214500,0.088832487,0.247093023,174.1915423,0.053204354,0.258338903,$221K,17.90%,37.30%,,,,100,17.60%,26.60%,0.380952381,-0.23015873,0.028011204,"Atlanta, GA",12060,21,0.166666667,0.235294118,8/1/2014,90,10/31/2014,,,,All Residential,-1,"Atlanta, GA - Old Fourth Ward",Neighborhood,1,0.177419355,-0.065004888,-0.112903226,Georgia,GA,149132
Value,,1,0.976617008,0.00%,-1.20%,Atlanta,65,4.80%,12.10%,65,-11.00%,8.30%,FALSE,3/15/2020 14:30,19.5,-0.5,-10.5,165.4116189,0.001291667,0.105376179,210000,-0.020979021,0.153846154,189.5375284,0.088098342,0.205458681,$245K,10.60%,46.00%,,,,83,-17.00%,16.90%,0.2,-0.180952381,-0.010526316,"Atlanta, GA",12060,20,-0.047619048,0.052631579,9/1/2014,90,11/30/2014,,,,All Residential,-1,"Atlanta, GA - Old Fourth Ward",Neighborhood,1,0.123076923,-0.054342432,-0.152785146,Georgia,GA,149132
Value,,1,0.976916508,0.00%,-0.80%,Atlanta,72,10.80%,9.10%,63,-3.10%,16.70%,FALSE,3/15/2020 14:30,27.5,8,-22.5,155.6780993,-0.058844232,0.165838161,194950,-0.071666667,0.2191995,175.4796095,-0.07416958,0.266298804,$252K,3.10%,62.40%,,,,66,-20.50%,20.00%,0.142857143,-0.057142857,-0.079365079,"Atlanta, GA",12060,7,-0.65,-0.222222222,10/1/2014,90,12/31/2014,,,,All Residential,-1,"Atlanta, GA - Old Fourth Ward",Neighborhood,1,0.125,0.001923077,-0.147727273,Georgia,GA,149132
Value,,1,0.973076752,-0.40%,-1.20%,Atlanta,61,-15.30%,8.90%,64,1.60%,10.30%,FALSE,3/15/2020 14:30,36,8.5,-15,153.1641665,-0.016148275,0.050822509,169900,-0.128494486,0.114463759,152.2970904,-0.132109476,-0.002191477,$235K,-6.70%,21.00%,,,,61,-7.60%,3.40%,0.4375,0.294642857,0.104166667,"Atlanta, GA",12060,16,1.285714286,-0.111111111,11/1/2014,90,1/31/2015,,,,All Residential,-1,"Atlanta, GA - Old Fourth Ward",Neighborhood,1,0.147540984,0.022540984,-0.066744731,Georgia,GA,149132
Value,,1,0.970203239,-0.30%,-1.00%,Atlanta,61,0.00%,0.00%,77,20.30%,35.10%,FALSE,3/15/2020 14:30,60,24,13.5,183.3391547,0.197010756,0.267240238,232500,0.368452031,0.524590164,146.5517241,-0.037724727,0.049029596,$225K,-4.30%,40.60%,,,,84,37.70%,35.50%,0.461538462,0.024038462,-0.005128205,"Atlanta, GA",12060,26,0.625,0.733333333,12/1/2014,90,2/28/2015,,,,All Residential,-1,"Atlanta, GA - Old Fourth Ward",Neighborhood,1,0.163934426,0.016393443,-0.06557377,Georgia,GA,149132
Value,,1,0.969575549,-0.10%,-2.30%,Atlanta,62,1.60%,17.00%,68,-11.70%,25.90%,FALSE,3/15/2020 14:30,42,-18,15.5,191.3875598,0.043898997,0.18255728,230000,-0.010752688,0.299435028,156.542414,0.068171766,0.094903727,$205K,-9.10%,21.00%,,,,107,27.40%,35.40%,0.411764706,-0.049773756,-0.088235294,"Atlanta, GA",12060,34,0.307692308,0.545454545,1/1/2015,90,3/31/2015,,,,All Residential,-1,"Atlanta, GA - Old Fourth Ward",Neighborhood,1,0.161290323,-0.002644104,-0.121728545,Georgia,GA,149132
Value,,1,0.981385628,1.20%,-0.30%,Atlanta,90,45.20%,38.50%,72,5.90%,53.20%,FALSE,3/15/2020 14:30,36,-6,7,195,0.018875,0.122529833,249500,0.084782609,0.288074342,173.1481481,0.106078179,0.109513236,$224K,9.40%,31.60%,,,,118,10.30%,47.50%,0.25,-0.161764706,-0.288461538,"Atlanta, GA",12060,24,-0.294117647,-0.076923077,2/1/2015,90,4/30/2015,,,,All Residential,-1,"Atlanta, GA - Old Fourth Ward",Neighborhood,1,0.222222222,0.0609319,-0.023931624,Georgia,GA,149132
Value,,1,0.987486881,0.60%,-0.30%,Atlanta,101,12.20%,14.80%,79,9.70%,71.70%,FALSE,3/15/2020 14:30,30,-6,1,187.6353474,-0.037767449,0.104460354,199900,-0.198797595,0.03200826,188.6417428,0.089481723,0.188715301,$225K,0.60%,25.00%,,,,103,-12.70%,22.60%,0.588235294,0.338235294,0.27244582,"Atlanta, GA",12060,17,-0.291666667,-0.105263158,3/1/2015,90,5/31/2015,,,,All Residential,-1,"Atlanta, GA - Old Fourth Ward",Neighborhood,1,0.257425743,0.03520352,0.010234731,Georgia,GA,149132
Value,,1,0.986198827,-0.10%,0.40%,Atlanta,103,2.00%,12.00%,73,-7.60%,28.10%,FALSE,3/15/2020 14:30,32.5,2.5,-6.5,193.1719405,0.029507197,0.163247262,234450,0.172836418,0.226202929,171.7708333,-0.089433596,0.008056569,$206K,-8.40%,9.20%,,,,98,-4.90%,16.70%,0.285714286,-0.302521008,-0.008403361,"Atlanta, GA",12060,35,1.058823529,1.058823529,4/1/2015,90,6/30/2015,,,,All Residential,-1,"Atlanta, GA - Old Fourth Ward",Neighborhood,1,0.262135922,0.00471018,0.023005488,Georgia,GA,149132
Value,,1,0.979332395,-0.70%,-0.70%,Atlanta,89,-13.60%,-3.30%,70,-4.10%,45.80%,FALSE,3/15/2020 14:30,36.5,4,10,182.4817518,-0.055340277,0.098707871,231500,-0.01258264,0.235325507,174.137931,0.013780557,0.077043103,$200K,-2.90%,8.70%,,,,96,-2.00%,33.30%,0.357142857,0.071428571,-0.119047619,"Atlanta, GA",12060,28,-0.2,0.333333333,5/1/2015,90,7/31/2015,,,,All Residential,-1,"Atlanta, GA - Old Fourth Ward",Neighborhood,1,0.235955056,-0.026180866,-0.024914509,Georgia,GA,149132
Value,,1,0.975949554,-0.30%,-0.40%,Atlanta,76,-14.60%,10.10%,78,11.40%,32.20%,FALSE,3/15/2020 14:30,38,1.5,11,198.7546083,0.089175253,0.180843514,242450,0.047300216,0.276724592,170.0955193,-0.023213849,0.052040787,$196K,-2.30%,5.70%,,,,110,14.60%,31.00%,0.555555556,0.198412698,0.055555556,"Atlanta, GA",12060,27,-0.035714286,0.35,6/1/2015,90,8/31/2015,,,,All Residential,-1,"Atlanta, GA - Old Fourth Ward",Neighborhood,1,0.210526316,-0.02542874,-0.064836003,Georgia,GA,149132
Value,,1,0.974914919,-0.10%,-1.30%,Atlanta,77,1.30%,16.70%,78,0.00%,14.70%,FALSE,3/15/2020 14:30,37,-1,17,184.1430398,-0.073515621,0.101240703,239900,-0.010517633,0.217766497,165.0686637,-0.029553134,-0.001954785,$199K,1.80%,6.20%,,,,109,-0.90%,28.20%,0.285714286,-0.26984127,-0.325396825,"Atlanta, GA",12060,28,0.037037037,0.555555556,7/1/2015,90,9/30/2015,,,,All Residential,-1,"Atlanta, GA - Old Fourth Ward",Neighborhood,1,0.155844156,-0.05468216,-0.086580087,Georgia,GA,149132
Value,,1,0.978301287,0.30%,0.20%,Atlanta,80,3.90%,29.00%,73,-6.40%,0.00%,FALSE,3/15/2020 14:30,38,1,18,185.7668827,0.008818378,0.124508863,249900,0.041684035,0.165034965,168.9710874,0.023641214,-0.029969623,$225K,13.10%,1.80%,,,,98,-10.10%,-2.00%,0.45,0.164285714,0.069047619,"Atlanta, GA",12060,20,-0.285714286,-0.047619048,8/1/2015,90,10/31/2015,,,,All Residential,-1,"Atlanta, GA - Old Fourth Ward",Neighborhood,1,0.1,-0.055844156,-0.077419355,Georgia,GA,149132
Value,,1,0.975690335,-0.30%,-0.10%,Atlanta,80,0.00%,23.10%,75,2.70%,15.40%,FALSE,3/15/2020 14:30,40,2,20.5,184.1428571,-0.008742277,0.11324016,259900,0.040016006,0.237619048,193.7842868,0.146848788,0.022405897,$231K,2.40%,-5.70%,,,,84,-14.30%,1.20%,0.25,-0.2,0.05,"Atlanta, GA",12060,16,-0.2,-0.2,9/1/2015,90,11/30/2015,,,,All Residential,-1,"Atlanta, GA - Old Fourth Ward",Neighborhood,1,0.1,0,-0.023076923,Georgia,GA,149132
Value,,1,0.969567073,-0.60%,-0.70%,Atlanta,72,-10.00%,0.00%,68,-9.30%,7.90%,FALSE,3/15/2020 14:30,49,9,21.5,202.4630542,0.099489045,0.300523677,265000,0.019622932,0.359322903,190.9090909,-0.014837095,0.087927489,$234K,1.50%,-7.20%,,,,78,-7.10%,18.20%,0.307692308,0.057692308,0.164835165,"Atlanta, GA",12060,26,0.625,2.714285714,10/1/2015,90,12/31/2015,,,,All Residential,-1,"Atlanta, GA - Old Fourth Ward",Neighborhood,1,0.111111111,0.011111111,-0.013888889,Georgia,GA,149132
Value,,1,0.972245891,0.30%,-0.10%,Atlanta,57,-20.80%,-6.60%,67,-1.50%,4.70%,FALSE,3/15/2020 14:30,53,4,17,208.4009475,0.029328281,0.360637754,277450,0.046981132,0.633019423,158.5714286,-0.169387755,0.041198018,$228K,-2.50%,-3.00%,,,,88,12.80%,44.30%,0.423076923,0.115384615,-0.014423077,"Atlanta, GA",12060,26,0,0.625,11/1/2015,90,1/31/2016,,,,All Residential,-1,"Atlanta, GA - Old Fourth Ward",Neighborhood,1,0.140350877,0.029239766,-0.007190106,Georgia,GA,149132
Value,,1,0.97530842,0.30%,0.50%,Atlanta,68,19.30%,11.50%,65,-3.00%,-15.60%,FALSE,3/15/2020 14:30,49,-4,-11,180.7228916,-0.132811565,-0.014270073,239450,-0.136961615,0.029892473,176.9853891,0.116124076,0.207665008,$231K,1.50%,2.90%,,,,92,4.50%,9.50%,0.461538462,0.038461538,0,"Atlanta, GA",12060,26,0,0,12/1/2015,90,2/29/2016,,,,All Residential,-1,"Atlanta, GA - Old Fourth Ward",Neighborhood,1,0.132352941,-0.007997936,-0.031581485,Georgia,GA,149132
Value,,1,0.987842387,1.30%,1.80%,Atlanta,79,16.20%,27.40%,57,-12.30%,-16.20%,FALSE,3/15/2020 14:30,42,-7,0,210.9241587,0.167113678,0.102078729,232450,-0.02923366,0.010652174,178.343949,0.007676113,0.139269189,$245K,5.90%,19.80%,,,,112,21.70%,4.70%,0.666666667,0.205128205,0.254901961,"Atlanta, GA",12060,39,0.5,0.147058824,1/1/2016,90,3/31/2016,,,,All Residential,-1,"Atlanta, GA - Old Fourth Ward",Neighborhood,1,0.278481013,0.146128071,0.11719069,Georgia,GA,149132
Value,,1,0.992437345,0.50%,1.10%,Atlanta,102,29.10%,13.30%,60,5.30%,-16.70%,FALSE,3/15/2020 14:30,31,-11,-5,215.010043,0.019371343,0.102615605,239900,0.032049903,-0.038476954,181.8577749,0.019702524,0.050301588,$235K,-4.10%,5.00%,,,,120,7.10%,1.70%,0.542857143,-0.123809524,0.292857143,"Atlanta, GA",12060,35,-0.102564103,0.458333333,2/1/2016,90,4/30/2016,,,,All Residential,-1,"Atlanta, GA - Old Fourth Ward",Neighborhood,1,0.362745098,0.084264085,0.140522876,Georgia,GA,149132
Value,,1,0.998369616,0.60%,1.10%,Atlanta,109,6.90%,7.90%,70,16.70%,-11.40%,FALSE,3/15/2020 14:30,19,-12,-11,215.0373027,0.000126783,0.146038343,259500,0.081700709,0.298149075,181.8577749,0,-0.035962178,$210K,-10.60%,-6.70%,,,,123,2.50%,19.40%,0.333333333,-0.20952381,-0.254901961,"Atlanta, GA",12060,21,-0.4,0.235294118,3/1/2016,90,5/31/2016,,,,All Residential,-1,"Atlanta, GA - Old Fourth Ward",Neighborhood,1,0.376146789,0.013401691,0.118721046,Georgia,GA,149132
Value,,1,0.997388164,-0.10%,1.10%,Atlanta,98,-10.10%,-4.90%,79,12.90%,8.20%,FALSE,3/15/2020 14:30,26,7,-6.5,212.6954228,-0.010890575,0.101067899,249500,-0.038535645,0.064192792,203.777336,0.120531339,0.186332581,$210K,0.00%,1.90%,,,,120,-2.40%,22.40%,0.461538462,0.128205128,0.175824176,"Atlanta, GA",12060,26,0.238095238,-0.257142857,4/1/2016,90,6/30/2016,,,,All Residential,-1,"Atlanta, GA - Old Fourth Ward",Neighborhood,1,0.346938776,-0.029208013,0.084802853,Georgia,GA,149132
Value,,1,0.992447359,-0.50%,1.30%,Atlanta,93,-5.10%,4.50%,72,-8.90%,2.90%,FALSE,3/15/2020 14:30,34,8,-2.5,206.5217391,-0.029025936,0.13173913,249000,-0.002004008,0.075593952,205.1495376,0.006733828,0.178086453,$210K,0.00%,5.00%,,,,111,-7.50%,15.60%,0.305555556,-0.155982906,-0.051587302,"Atlanta, GA",12060,36,0.384615385,0.285714286,5/1/2016,90,7/31/2016,,,,All Residential,-1,"Atlanta, GA - Old Fourth Ward",Neighborhood,1,0.268817204,-0.078121571,0.032862148,Georgia,GA,149132
Value,,1,0.989181644,-0.30%,1.30%,Atlanta,91,-2.20%,19.70%,85,18.10%,9.00%,FALSE,3/15/2020 14:30,35,1,-3,206.9716776,0.002178649,0.041342786,230000,-0.076305221,-0.051350794,213.7733142,0.04203654,0.256783924,$248K,17.90%,26.60%,,,,125,12.60%,13.60%,0.5625,0.256944444,0.006944444,"Atlanta, GA",12060,32,-0.111111111,0.185185185,6/1/2016,90,8/31/2016,,,,All Residential,-1,"Atlanta, GA - Old Fourth Ward",Neighborhood,1,0.285714286,0.016897081,0.07518797,Georgia,GA,149132
Value,,1,0.989561007,0.00%,1.50%,Atlanta,93,2.20%,20.80%,67,-21.20%,-14.10%,FALSE,3/15/2020 14:30,35,0,-2,205.5485498,-0.006875954,0.116243926,244444,0.0628,0.018941226,201.0416667,-0.059556767,0.217927511,$248K,0.00%,24.40%,,,,112,-10.40%,2.80%,0.363636364,-0.198863636,0.077922078,"Atlanta, GA",12060,33,0.03125,0.178571429,7/1/2016,90,9/30/2016,,,,All Residential,-1,"Atlanta, GA - Old Fourth Ward",Neighborhood,1,0.247311828,-0.038402458,0.091467672,Georgia,GA,149132
Value,,1,0.992559485,0.30%,1.40%,Atlanta,100,7.50%,25.00%,69,3.00%,-5.50%,FALSE,3/15/2020 14:30,27,-8,-11,208.3333333,0.013548057,0.121477253,244444,0,-0.021832733,208.3333333,0.03626943,0.232952552,$269K,8.70%,19.60%,,,,106,-5.40%,8.20%,0.434782609,0.071146245,-0.015217391,"Atlanta, GA",12060,23,-0.303030303,0.15,8/1/2016,90,10/31/2016,,,,All Residential,-1,"Atlanta, GA - Old Fourth Ward",Neighborhood,1,0.24,-0.007311828,0.14,Georgia,GA,149132
Value,,1,0.991008712,-0.20%,1.50%,Atlanta,100,0.00%,25.00%,60,-13.00%,-20.00%,FALSE,3/15/2020 14:30,26.5,-0.5,-13.5,202.6232096,-0.027408594,0.10035878,234900,-0.039043707,-0.096190843,209.8575712,0.007316342,0.082944209,$259K,-3.90%,12.10%,,,,82,-22.60%,-2.40%,0.304347826,-0.130434783,0.054347826,"Atlanta, GA",12060,23,0,0.4375,9/1/2016,90,11/30/2016,,,,All Residential,-1,"Atlanta, GA - Old Fourth Ward",Neighborhood,1,0.24,0,0.14,Georgia,GA,149132
